700.0,736.0,Vá.1->Vá.2
715.0,751.0,Vá.1->Vá.2
730.0,766.0,Vá.1->Vá.2
745.0,781.0,Vá.1->Vá.2
760.0,796.0,Vá.1->Vá.2
775.0,811.0,Vá.1->Vá.2
790.0,826.0,Vá.1->Vá.2
805.0,841.0,Vá.1->Vá.2
820.0,856.0,Vá.1->Vá.2
835.0,871.0,Vá.1->Vá.2
850.0,886.0,Vá.1->Vá.2
865.0,901.0,Vá.1->Vá.2
880.0,916.0,Vá.1->Vá.2
895.0,931.0,Vá.1->Vá.2
907.0,943.0,Vá.1->Vá.2
919.0,955.0,Vá.1->Vá.2
931.0,967.0,Vá.1->Vá.2
943.0,979.0,Vá.1->Vá.2
955.0,991.0,Vá.1->Vá.2
967.0,1004.0,Vá.1->Vá.2
979.0,1016.0,Vá.1->Vá.2
991.0,1029.0,Vá.1->Vá.2
1003.0,1041.0,Vá.1->Vá.2
1015.0,1053.0,Vá.1->Vá.2
1027.0,1066.0,Vá.1->Vá.2
1039.0,1078.0,Vá.1->Vá.2
1051.0,1090.0,Vá.1->Vá.2
1063.0,1102.0,Vá.1->Vá.2
1075.0,1114.0,Vá.1->Vá.2
1087.0,1125.0,Vá.1->Vá.2
1099.0,1137.0,Vá.1->Vá.2
1111.0,1148.0,Vá.1->Vá.2
1123.0,1160.0,Vá.1->Vá.2
1135.0,1172.0,Vá.1->Vá.2
1147.0,1183.0,Vá.1->Vá.2
1159.0,1195.0,Vá.1->Vá.2
1172.0,1207.0,Vá.1->Vá.2
1186.0,1221.0,Vá.1->Vá.2
1199.0,1234.0,Vá.1->Vá.2
1213.0,1247.0,Vá.1->Vá.2
1228.0,1262.0,Vá.1->Vá.2
1243.0,1276.0,Vá.1->Vá.2
1258.0,1291.0,Vá.1->Vá.2
1273.0,1305.0,Vá.1->Vá.2
1288.0,1320.0,Vá.1->Vá.2
1303.0,1334.0,Vá.1->Vá.2
1318.0,1349.0,Vá.1->Vá.2
1333.0,1362.0,Vá.1->Vá.2
1353.0,1382.0,Vá.1->Vá.2
1373.0,1402.0,Vá.1->Vá.2
